Bin:all	home_number:4532064	home_cali:0.42193578908	home_model:0.420020000453	away_number:4532064	away_cali:0.467705663468	away_model:0.375441804343	end_number:4532064	end_cali:0.110112081383	end_model:0.204538195013	kld:0.0365042179127	mae:0.0628685871273
Bin:period_2-scoreDifferential_-4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:2868	home_cali:0.322524407252	home_model:0.423284210017	away_number:2868	away_cali:0.46059972106	away_model:0.372093816494	end_number:2868	end_cali:0.216875871688	end_model:0.204621973179	kld:0.0232149121175	mae:0.0671732019461
Bin:period_3-scoreDifferential_-7-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:30	home_cali:1.0	home_model:0.431068937977	away_number:30	away_cali:0.0	away_model:0.3262379994	end_number:30	end_cali:0.0	end_model:0.242693068087	kld:0.841487248367	mae:0.379287376503
Bin:period_3-scoreDifferential_-4-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:622	home_cali:0.225080385852	home_model:0.327531012835	away_number:622	away_cali:0.245980707395	away_model:0.39694484261	end_number:622	end_cali:0.528938906752	end_model:0.275524142159	kld:0.14282677044	mae:0.168943175597
Bin:period_2-scoreDifferential_3-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:3125	home_cali:0.52	home_model:0.439202109524	away_number:3125	away_cali:0.46144	away_model:0.382892642127	end_number:3125	end_cali:0.01856	end_model:0.177905246653	kld:0.131965343996	mae:0.106230165001
Bin:period_3-scoreDifferential_-7-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:121	home_cali:0.99173553719	home_model:0.459833666313	away_number:121	away_cali:0.0	away_model:0.299855816309	end_number:121	end_cali:0.00826446280992	end_model:0.24031051022	kld:0.734388679352	mae:0.354601244865
Bin:period_2-scoreDifferential_-1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:4516	home_cali:0.46545615589	home_model:0.437961298474	away_number:4516	away_cali:0.510850310009	away_model:0.372285843641	end_number:4516	end_cali:0.023693534101	end_model:0.189752858287	kld:0.140686042153	mae:0.11070621599
Bin:period_1-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:39	home_cali:0.0	home_model:0.440106082421	away_number:39	away_cali:1.0	away_model:0.399800552007	end_number:39	end_cali:0.0	end_model:0.160093371303	kld:0.916789471809	mae:0.400132967239
Bin:period_2-scoreDifferential_4-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:853	home_cali:0.249706916764	home_model:0.453115298907	away_number:853	away_cali:0.750293083236	away_model:0.352850691712	end_number:853	end_cali:0.0	end_model:0.194034009326	kld:0.417245244359	mae:0.264961594331
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:4654	home_cali:0.383970777826	home_model:0.446682583949	away_number:4654	away_cali:0.602277610657	away_model:0.413804460767	end_number:4654	end_cali:0.013751611517	end_model:0.139512955123	kld:0.13609951855	mae:0.12564876654
Bin:period_3-scoreDifferential_2-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:15213	home_cali:0.535134424505	home_model:0.378514001743	away_number:15213	away_cali:0.305922566226	away_model:0.35440207751	end_number:15213	end_cali:0.158877276014	end_model:0.267083920373	kld:0.0577712848967	mae:0.104435526135
Bin:period_2-scoreDifferential_6-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:7	home_cali:1.0	home_model:0.413298551525	away_number:7	away_cali:0.0	away_model:0.387723394803	end_number:7	end_cali:0.0	end_model:0.198978049414	kld:0.883585057725	mae:0.391134297564
Bin:period_1-scoreDifferential_-5-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:17	home_cali:0.0	home_model:0.463669459609	away_number:17	away_cali:1.0	away_model:0.372261010549	end_number:17	end_cali:0.0	end_model:0.164069526336	kld:0.988160025067	mae:0.418492658466
Bin:period_1-scoreDifferential_4-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:89	home_cali:0.202247191011	home_model:0.47041353282	away_number:89	away_cali:0.797752808989	away_model:0.366358298934	end_number:89	end_cali:0.0	end_model:0.163228168246	kld:0.450079639581	mae:0.287596340037
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:1212	home_cali:0.124587458746	home_model:0.358116974409	away_number:1212	away_cali:0.310231023102	away_model:0.343833732231	end_number:1212	end_cali:0.565181518152	end_model:0.298049292426	kld:0.198202572869	mae:0.178088150173
Bin:period_2-scoreDifferential_4-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:313	home_cali:0.399361022364	home_model:0.411871426688	away_number:313	away_cali:0.600638977636	away_model:0.383966470488	end_number:313	end_cali:0.0	end_model:0.204162102966	kld:0.256430740624	mae:0.144448338146
Bin:period_1-scoreDifferential_3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:466	home_cali:0.461373390558	home_model:0.508250482604	away_number:466	away_cali:0.364806866953	away_model:0.348536616203	end_number:466	end_cali:0.173819742489	end_model:0.143212898051	kld:0.00566517640385	mae:0.0312513957448
Bin:period_3-scoreDifferential_2-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:2886	home_cali:0.437283437283	home_model:0.355609720835	away_number:2886	away_cali:0.407484407484	away_model:0.378206166552	end_number:2886	end_cali:0.154885654886	end_model:0.266184113904	kld:0.0369199565953	mae:0.0740834721333
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:21	home_cali:0.0	home_model:0.441089587552	away_number:21	away_cali:1.0	away_model:0.347382465998	end_number:21	end_cali:0.0	end_model:0.211527940063	kld:1.05732889408	mae:0.435078353872
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:17746	home_cali:0.464724444945	home_model:0.42079878041	away_number:17746	away_cali:0.505015214696	away_model:0.384855874515	end_number:17746	end_cali:0.0302603403584	end_model:0.194345345244	kld:0.127086843552	mae:0.109390003201
Bin:period_2-scoreDifferential_-4-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:28	home_cali:0.321428571429	home_model:0.37793304239	away_number:28	away_cali:0.214285714286	away_model:0.423059716821	end_number:28	end_cali:0.464285714286	end_model:0.199007246111	kld:0.19551327336	mae:0.17685231389
Bin:period_3-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:762	home_cali:0.212598425197	home_model:0.368168032545	away_number:762	away_cali:0.154855643045	away_model:0.345501693176	end_number:762	end_cali:0.631233595801	end_model:0.286330271737	kld:0.257991718656	mae:0.230372993848
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:2477	home_cali:0.352846184901	home_model:0.454326876439	away_number:2477	away_cali:0.647153815099	away_model:0.390067986482	end_number:2477	end_cali:0.0	end_model:0.155605136346	kld:0.238435880792	mae:0.171390552167
Bin:period_3-scoreDifferential_-2-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:1599	home_cali:0.330831769856	home_model:0.387909138833	away_number:1599	away_cali:0.502814258912	away_model:0.352355314595	end_number:1599	end_cali:0.165728580363	end_model:0.259735545883	kld:0.0516715745007	mae:0.100514426271
Bin:period_2-scoreDifferential_6-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:46	home_cali:1.0	home_model:0.382901986008	away_number:46	away_cali:0.0	away_model:0.409296361001	end_number:46	end_cali:0.0	end_model:0.207801649752	kld:0.959976229334	mae:0.411398674915
Bin:period_3-scoreDifferential_-7-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:48	home_cali:1.0	home_model:0.428702061996	away_number:48	away_cali:0.0	away_model:0.329633895308	end_number:48	end_cali:0.0	end_model:0.241664043007	kld:0.846993091108	mae:0.380865292106
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:1409	home_cali:0.334279630944	home_model:0.456708378767	away_number:1409	away_cali:0.665720369056	away_model:0.385715774288	end_number:1409	end_cali:0.0	end_model:0.157575848468	kld:0.259011797066	mae:0.186669730353
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:3117	home_cali:0.156881616939	home_model:0.362242831647	away_number:3117	away_cali:0.276547962785	away_model:0.350224633228	end_number:3117	end_cali:0.565928777671	end_model:0.28753253482	kld:0.18660841675	mae:0.185811376001
Bin:period_2-scoreDifferential_-6-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:351	home_cali:0.182336182336	home_model:0.41621812035	away_number:351	away_cali:0.561253561254	away_model:0.37035181333	end_number:351	end_cali:0.25641025641	end_model:0.213430066983	kld:0.129874945212	mae:0.155921291788
Bin:period_1-scoreDifferential_-1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:48961	home_cali:0.44568125651	home_model:0.467469346152	away_number:48961	away_cali:0.542697248831	away_model:0.385911824974	end_number:48961	end_cali:0.011621494659	end_model:0.146618828821	kld:0.134296155148	mae:0.104523615887
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:143	home_cali:0.188811188811	home_model:0.41445407709	away_number:143	away_cali:0.811188811189	away_model:0.379449998165	end_number:143	end_cali:0.0	end_model:0.206095926516	kld:0.467877292421	mae:0.287825875939
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:57	home_cali:0.0	home_model:0.424788624571	away_number:57	away_cali:1.0	away_model:0.373866736366	end_number:57	end_cali:0.0	end_model:0.201344639847	kld:0.983855860513	mae:0.417422176017
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:28	home_cali:1.0	home_model:0.49797058957	away_number:28	away_cali:0.0	away_model:0.306378568922	end_number:28	end_cali:0.0	end_model:0.195650844702	kld:0.697214256436	mae:0.334686274685
Bin:period_3-scoreDifferential_-5-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:667	home_cali:0.286356821589	home_model:0.384045074726	away_number:667	away_cali:0.241379310345	away_model:0.3564365694	end_number:667	end_cali:0.472263868066	end_model:0.259518356315	kld:0.104611043805	mae:0.141830341314
Bin:period_2-scoreDifferential_6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:17	home_cali:0.0	home_model:0.467294035589	away_number:17	away_cali:1.0	away_model:0.323191947797	end_number:17	end_cali:0.0	end_model:0.209514010478	kld:1.12950886217	mae:0.45120536609
Bin:period_2-scoreDifferential_7-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:2	home_cali:1.0	home_model:0.361764341593	away_number:2	away_cali:0.0	away_model:0.403569236398	end_number:2	end_cali:0.0	end_model:0.234666436911	kld:1.01676226477	mae:0.425490443905
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:22893	home_cali:0.260341589132	home_model:0.359917804679	away_number:22893	away_cali:0.362730965797	away_model:0.351118174473	end_number:22893	end_cali:0.374306556589	end_model:0.288964021107	kld:0.0243434346097	mae:0.0655105141178
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:3809	home_cali:0.501443948543	home_model:0.434833690757	away_number:3809	away_cali:0.488054607509	away_model:0.379796842249	end_number:3809	end_cali:0.0105014439485	end_model:0.185369467583	kld:0.163721568018	mae:0.116578682227
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:30237	home_cali:0.477428316301	home_model:0.423349054229	away_number:30237	away_cali:0.498594437279	away_model:0.382965340521	end_number:30237	end_cali:0.0239772464199	end_model:0.193685605074	kld:0.138856798666	mae:0.113138905828
Bin:period_2-scoreDifferential_3-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1144	home_cali:0.558566433566	home_model:0.426275340358	away_number:1144	away_cali:0.422202797203	away_model:0.386011782799	end_number:1144	end_cali:0.0192307692308	end_model:0.187712876322	kld:0.144995342686	mae:0.112321404901
Bin:period_1-scoreDifferential_-2-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:133	home_cali:0.345864661654	home_model:0.469595492558	away_number:133	away_cali:0.654135338346	away_model:0.379272728934	end_number:133	end_cali:0.0	end_model:0.151131773802	kld:0.250768412469	mae:0.183241738039
Bin:period_3-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:2802	home_cali:0.277658815132	home_model:0.359366660349	away_number:2802	away_cali:0.483583154889	away_model:0.376551579857	end_number:2802	end_cali:0.236973590293	end_model:0.264081759428	kld:0.0236884029847	mae:0.0719491964613
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:3315	home_cali:0.460331825038	home_model:0.459813222716	away_number:3315	away_cali:0.509200603318	away_model:0.396395283919	end_number:3315	end_cali:0.030467571644	end_model:0.143791494126	kld:0.0807615026639	mae:0.0755492814009
Bin:period_1-scoreDifferential_1-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:7436	home_cali:0.496772458311	home_model:0.48118860612	away_number:7436	away_cali:0.4927380312	away_model:0.382363957489	end_number:7436	end_cali:0.0104895104895	end_model:0.136447435341	kld:0.113882711029	mae:0.0839719502509
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:1810	home_cali:0.453038674033	home_model:0.423655562424	away_number:1810	away_cali:0.509944751381	away_model:0.363337311659	end_number:1810	end_cali:0.0370165745856	end_model:0.213007126148	kld:0.138458125888	mae:0.117327034298
Bin:period_3-scoreDifferential_5-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:42	home_cali:0.190476190476	home_model:0.353110690912	away_number:42	away_cali:0.52380952381	away_model:0.369941078481	end_number:42	end_cali:0.285714285714	end_model:0.276948235219	kld:0.0735038443935	mae:0.108422998753
Bin:period_3-scoreDifferential_-7-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:216	home_cali:0.967592592593	home_model:0.37334159196	away_number:216	away_cali:0.0	away_model:0.340677567516	end_number:216	end_cali:0.0277777777778	end_model:0.285980841835	kld:0.856686064096	mae:0.397710544069
Bin:period_3-scoreDifferential_8-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:7	home_cali:1.0	home_model:0.374750252281	away_number:7	away_cali:0.0	away_model:0.314205723149	end_number:7	end_cali:0.0	end_model:0.311044050114	kld:0.98149546436	mae:0.416833173661
Bin:period_3-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:32	home_cali:0.9375	home_model:0.308221979998	away_number:32	away_cali:0.0625	away_model:0.392959191464	end_number:32	end_cali:0.0	end_model:0.298818831332	kld:0.927963034594	mae:0.419518680933
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1480	home_cali:0.306756756757	home_model:0.397894360649	away_number:1480	away_cali:0.296621621622	away_model:0.340238450991	end_number:1480	end_cali:0.394594594595	end_model:0.261867188894	kld:0.0413018315108	mae:0.0891606129874
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:2	home_cali:0.0	home_model:0.409961253405	away_number:2	away_cali:1.0	away_model:0.300532266498	end_number:2	end_cali:0.0	end_model:0.2895065099	kld:1.20220015023	mae:0.466311832269
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:4643	home_cali:0.544906310575	home_model:0.412929401718	away_number:4643	away_cali:0.39500323067	away_model:0.406066279613	end_number:4643	end_cali:0.0600904587551	end_model:0.181004317584	kld:0.0739519162207	mae:0.0879846055426
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:373	home_cali:0.643431635389	home_model:0.413721386453	away_number:373	away_cali:0.27345844504	away_model:0.380937786748	end_number:373	end_cali:0.083109919571	end_model:0.205340828916	kld:0.118332949707	mae:0.153140166663
Bin:period_2-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:1764	home_cali:0.476757369615	home_model:0.412684014443	away_number:1764	away_cali:0.459750566893	away_model:0.393732227622	end_number:1764	end_cali:0.0634920634921	end_model:0.193583757961	kld:0.0692949226442	mae:0.0867277963041
Bin:period_1-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:69	home_cali:0.68115942029	home_model:0.452839968267	away_number:69	away_cali:0.31884057971	away_model:0.403798153003	end_number:69	end_cali:0.0	end_model:0.143361879918	kld:0.202770730579	mae:0.152212968411
Bin:period_3-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:39654	home_cali:0.448781963989	home_model:0.375789786978	away_number:39654	away_cali:0.388863670752	away_model:0.351393865913	end_number:39654	end_cali:0.162354365259	end_model:0.27281634665	kld:0.0347974004971	mae:0.0736413210799
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1005	home_cali:0.303482587065	home_model:0.390442719448	away_number:1005	away_cali:0.315422885572	away_model:0.345186142156	end_number:1005	end_cali:0.380099502488	end_model:0.264371139745	kld:0.0331000689858	mae:0.0774839172365
Bin:period_1-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:381	home_cali:0.488188976378	home_model:0.453348415183	away_number:381	away_cali:0.511811023622	away_model:0.401474818861	end_number:381	end_cali:0.0	end_model:0.145176767677	kld:0.160419466845	mae:0.0967845112111
Bin:period_3-scoreDifferential_0-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:4228	home_cali:0.386707663198	home_model:0.371418902931	away_number:4228	away_cali:0.44843897824	away_model:0.369876283902	end_number:4228	end_cali:0.164853358562	end_model:0.258704813805	kld:0.0276822595092	mae:0.0625676366162
Bin:period_1-scoreDifferential_0-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:176600	home_cali:0.467327293318	home_model:0.470473216723	away_number:176600	away_cali:0.530826727067	away_model:0.390654664386	end_number:176600	end_cali:0.00184597961495	end_model:0.138872118756	kld:0.151646665312	mae:0.0934480417422
Bin:period_1-scoreDifferential_-3-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:235	home_cali:0.425531914894	home_model:0.427287739896	away_number:235	away_cali:0.574468085106	away_model:0.419278330752	end_number:235	end_cali:0.0	end_model:0.153433930176	kld:0.179153283044	mae:0.103459836511
Bin:period_1-scoreDifferential_3-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:80	home_cali:0.35	home_model:0.463860057294	away_number:80	away_cali:0.65	away_model:0.389240779728	end_number:80	end_cali:0.0	end_model:0.146899155714	kld:0.234725840638	mae:0.17383947776
Bin:period_2-scoreDifferential_3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:6114	home_cali:0.549067713445	home_model:0.422100094746	away_number:6114	away_cali:0.38043833824	away_model:0.380360735581	end_number:6114	end_cali:0.0704939483153	end_model:0.197539170058	kld:0.0718333801949	mae:0.084696814367
Bin:period_1-scoreDifferential_1-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:486	home_cali:0.366255144033	home_model:0.448050765221	away_number:486	away_cali:0.594650205761	away_model:0.410838881577	end_number:486	end_cali:0.0390946502058	end_model:0.141110351302	kld:0.0958765617811	mae:0.122540882156
Bin:period_1-scoreDifferential_4-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:3	home_cali:0.666666666667	home_model:0.481591085593	away_number:3	away_cali:0.333333333333	away_model:0.357954601447	end_number:3	end_cali:0.0	end_model:0.160454327861	kld:0.193042130414	mae:0.123383725683
Bin:period_3-scoreDifferential_6-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:345	home_cali:0.452173913043	home_model:0.391963768351	away_number:345	away_cali:0.504347826087	away_model:0.330561674138	end_number:345	end_cali:0.0405797101449	end_model:0.27747455858	kld:0.199674885795	mae:0.156963715026
Bin:period_2-scoreDifferential_-5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:63	home_cali:0.15873015873	home_model:0.402465115937	away_number:63	away_cali:0.84126984127	away_model:0.394056381214	end_number:63	end_cali:0.0	end_model:0.203478507579	kld:0.490351600802	mae:0.298142308281
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:20923	home_cali:0.238971466807	home_model:0.365593167314	away_number:20923	away_cali:0.35759690293	away_model:0.348675082212	end_number:20923	end_cali:0.401089709889	end_model:0.285731750936	kld:0.0434520623785	mae:0.0836338267258
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:445	home_cali:0.444943820225	home_model:0.416098014211	away_number:445	away_cali:0.512359550562	away_model:0.392445362862	end_number:445	end_cali:0.0426966292135	end_model:0.19145662153	kld:0.102365345118	mae:0.0991733286767
Bin:period_3-scoreDifferential_6-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:216	home_cali:0.439814814815	home_model:0.376197922009	away_number:216	away_cali:0.523148148148	away_model:0.336722697787	end_number:216	end_cali:0.037037037037	end_model:0.28707938455	kld:0.223371675577	mae:0.166694896894
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:11059	home_cali:0.496518672574	home_model:0.425420955982	away_number:11059	away_cali:0.463152183742	away_model:0.373813880658	end_number:11059	end_cali:0.0403291436839	end_model:0.20076516272	kld:0.111254627053	mae:0.106957346237
Bin:period_1-scoreDifferential_2-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:9334	home_cali:0.460788515106	home_model:0.4596159649	away_number:9334	away_cali:0.526462395543	away_model:0.388404822912	end_number:9334	end_cali:0.0127490893508	end_model:0.151979212489	kld:0.129692112126	mae:0.0928200819918
Bin:period_3-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:2357	home_cali:0.328807806534	home_model:0.376204990713	away_number:2357	away_cali:0.554518455664	away_model:0.358377849595	end_number:2357	end_cali:0.115825201527	end_model:0.265417158212	kld:0.101731920922	mae:0.131043248978
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:517	home_cali:0.493230174081	home_model:0.413425008206	away_number:517	away_cali:0.506769825919	away_model:0.437406645695	end_number:517	end_cali:0.0	end_model:0.149168344542	kld:0.161648308348	mae:0.0994455635471
Bin:period_3-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:192	home_cali:0.630208333333	home_model:0.368280783684	away_number:192	away_cali:0.302083333333	away_model:0.374564042053	end_number:192	end_cali:0.0677083333333	end_model:0.257155175406	kld:0.18323017183	mae:0.174618366814
Bin:period_4-scoreDifferential_0-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:316	home_cali:0.25	home_model:0.340324530402	away_number:316	away_cali:0.196202531646	away_model:0.328699395155	end_number:316	end_cali:0.553797468354	end_model:0.330976071709	kld:0.1067194394	mae:0.148547596852
Bin:period_2-scoreDifferential_-2-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:7739	home_cali:0.547228324073	home_model:0.426708872156	away_number:7739	away_cali:0.423310505233	away_model:0.385807765653	end_number:7739	end_cali:0.0294611706939	end_model:0.187483361735	kld:0.120878577438	mae:0.105348127513
Bin:period_1-scoreDifferential_5-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:48	home_cali:0.0	home_model:0.421643428504	away_number:48	away_cali:1.0	away_model:0.419853515923	end_number:48	end_cali:0.0	end_model:0.158503058056	kld:0.867849395766	mae:0.386764323546
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:69	home_cali:0.971014492754	home_model:0.294522468595	away_number:69	away_cali:0.0289855072464	away_model:0.407200192628	end_number:69	end_cali:0.0	end_model:0.29827733705	kld:1.08181232657	mae:0.450994682197
Bin:period_2-scoreDifferential_4-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:526	home_cali:0.195817490494	home_model:0.353927617857	away_number:526	away_cali:0.157794676806	away_model:0.454189773408	end_number:526	end_cali:0.6463878327	end_model:0.191882606227	kld:0.50231835146	mae:0.303003483479
Bin:period_3-scoreDifferential_5-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:76	home_cali:0.0	home_model:0.407323812968	away_number:76	away_cali:0.828947368421	away_model:0.328059452929	end_number:76	end_cali:0.171052631579	end_model:0.264616734299	kld:0.693770375743	mae:0.33392527706
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:544	home_cali:0.211397058824	home_model:0.367275280878	away_number:544	away_cali:0.159926470588	away_model:0.351535710451	end_number:544	end_cali:0.625	end_model:0.281189008232	kld:0.256475098339	mae:0.230432817895
Bin:period_3-scoreDifferential_2-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:20930	home_cali:0.281079789775	home_model:0.372090673912	away_number:20930	away_cali:0.539608217869	away_model:0.360956664419	end_number:20930	end_cali:0.179120879121	end_model:0.266952661261	kld:0.0666549077257	mae:0.119164739909
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1384	home_cali:0.229768786127	home_model:0.385816831002	away_number:1384	away_cali:0.343930635838	away_model:0.349713833658	end_number:1384	end_cali:0.424855491329	end_model:0.264469334414	kld:0.076569813449	mae:0.10740579987
Bin:period_2-scoreDifferential_3-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:3443	home_cali:0.5303514377	home_model:0.418771677669	away_number:3443	away_cali:0.396456578565	away_model:0.380567621157	end_number:3443	end_cali:0.0731919837351	end_model:0.200660700771	kld:0.0676762953531	mae:0.0849791448248
Bin:period_1-scoreDifferential_0-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:13276	home_cali:0.533745103947	home_model:0.47861251418	away_number:13276	away_cali:0.462564025309	away_model:0.387611881578	end_number:13276	end_cali:0.0036908707442	end_model:0.133775604495	kld:0.12671360062	mae:0.0867231557498
Bin:period_2-scoreDifferential_-5-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:742	home_cali:0.50269541779	home_model:0.414298139653	away_number:742	away_cali:0.44474393531	away_model:0.369555991535	end_number:742	end_cali:0.0525606469003	end_model:0.216145866925	kld:0.105265567799	mae:0.109056813979
Bin:period_1-scoreDifferential_2-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:946	home_cali:0.371035940803	home_model:0.446944233983	away_number:946	away_cali:0.628964059197	away_model:0.409325165016	end_number:946	end_cali:0.0	end_model:0.14373060278	kld:0.201117736037	mae:0.146425930047
Bin:period_3-scoreDifferential_-6-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:182	home_cali:0.417582417582	home_model:0.367155637224	away_number:182	away_cali:0.505494505495	away_model:0.340194581138	end_number:182	end_cali:0.0769230769231	end_model:0.29264978303	kld:0.151144504835	mae:0.143817803608
Bin:period_1-scoreDifferential_0-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:1443	home_cali:0.451836451836	home_model:0.469278951521	away_number:1443	away_cali:0.547470547471	away_model:0.396406570758	end_number:1443	end_cali:0.000693000693001	end_model:0.134314478429	kld:0.155996657101	mae:0.100709318044
Bin:period_3-scoreDifferential_0-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:25022	home_cali:0.415434417712	home_model:0.363319774622	away_number:25022	away_cali:0.408480537127	away_model:0.356141993134	end_number:25022	end_cali:0.17608504516	end_model:0.280538232314	kld:0.0296837550032	mae:0.0696354580794
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:194	home_cali:0.185567010309	home_model:0.413684978006	away_number:194	away_cali:0.474226804124	away_model:0.379295559581	end_number:194	end_cali:0.340206185567	end_model:0.207019467636	kld:0.126154733569	mae:0.15207864339
